genome_id	antibiotic	phenotype	method	measurement	unit
573.46088	cefepime	S	Broth dilution		
573.13956	cefepime	S	Broth dilution	<=1	mg/L
573.49054	cefepime	S	Computational Prediction		
573.13206	cefepime	R	Broth dilution	>16	mg/L
573.14278	cefepime	R	Broth dilution	>16	mg/L
573.48103	cefepime	R	Computational Prediction		
573.26298	cefepime	R	Broth dilution		
573.26257	cefepime	R	Broth dilution		
573.48100	cefepime	R	Computational Prediction		
573.12997	cefepime	S	Broth dilution	<=0.5	mg/L
573.13555	cefepime	S	Broth dilution	2	mg/L
573.26116	cefepime	S	Broth dilution		
573.13580	cefepime	R	Broth dilution	>16	mg/L
573.14206	cefepime	S	Broth dilution	<=1	mg/L
573.13822	cefepime	R	Broth dilution	16	mg/L
573.14065	cefepime	S	Broth dilution	<=1	mg/L
573.5826	cefepime	S	Broth dilution	<=1	mg/L
573.50451	cefepime	S	Computational Prediction		
573.31081	cefepime	S	Disk diffusion		
573.48997	cefepime	R	Computational Prediction		
573.12909	cefepime	R	Broth dilution	>16	mg/L
573.50586	cefepime	R	Computational Prediction		
573.48938	cefepime	R	Computational Prediction		
573.13784	cefepime	R	Broth dilution	>16	mg/L
573.14522	cefepime	R	Broth dilution	>16	mg/L
573.48200	cefepime	R	Computational Prediction		
573.13472	cefepime	R	Broth dilution	>16	mg/L
573.13362	cefepime	R	Broth dilution	>16	mg/L
573.14100	cefepime	R	Broth dilution	16	mg/L
573.13610	cefepime	R	Broth dilution	>16	mg/L
573.48026	cefepime	R	Computational Prediction		
573.26323	cefepime	S	Broth dilution		
573.24263	cefepime	R	Broth dilution	32	mg/L
573.26245	cefepime	S	Broth dilution		
573.24450	cefepime	R	Broth dilution	32	mg/L
573.15548	cefepime	S	Broth dilution		
573.13376	cefepime	R	Broth dilution	>16	mg/L
573.13455	cefepime	R	Broth dilution	>16	mg/L
573.12944	cefepime	R	Broth dilution	16	mg/L
573.24337	cefepime	R	Broth dilution	32	mg/L
573.15042	cefepime	R	Broth dilution	>32	mg/L
573.48220	cefepime	R	Computational Prediction		
573.26190	cefepime	S	Broth dilution		
573.56205	cefepime	R	MIC	>16	mg/L
573.46855	cefepime	R	Broth dilution	>16	mg/L
573.14253	cefepime	R	Broth dilution	>16	mg/L
573.15561	cefepime	S	Broth dilution		
573.13926	cefepime	R	Broth dilution	>16	mg/L
573.48954	cefepime	R	Computational Prediction		
573.13832	cefepime	R	Broth dilution	>16	mg/L
573.13675	cefepime	R	Broth dilution	>16	mg/L
573.48188	cefepime	R	Computational Prediction		
573.13764	cefepime	S	Broth dilution	<=1	mg/L
573.15368	cefepime	S	Broth dilution		
573.15573	cefepime	S	Broth dilution		
573.13566	cefepime	R	Broth dilution	16	mg/L
573.56424	cefepime	R	MIC	>16	mg/L
573.13481	cefepime	S	Broth dilution	<=1	mg/L
573.13891	cefepime	S	Broth dilution	<=1	mg/L
573.26213	cefepime	S	Broth dilution		
573.13409	cefepime	R	Broth dilution	16	mg/L
573.24405	cefepime	R	Broth dilution	32	mg/L
573.48151	cefepime	R	Computational Prediction		
573.48060	cefepime	R	Computational Prediction		
573.50505	cefepime	R	Computational Prediction		
573.14024	cefepime	R	Broth dilution	>16	mg/L
573.50445	cefepime	S	Computational Prediction		
573.14474	cefepime	R	Broth dilution	>16	mg/L
573.12963	cefepime	S	Broth dilution	<=0.5	mg/L
573.48174	cefepime	R	Computational Prediction		
573.14095	cefepime	R	Broth dilution	>16	mg/L
573.26233	cefepime	S	Broth dilution		
573.13365	cefepime	R	Broth dilution	>16	mg/L
573.14392	cefepime	R	Broth dilution	>16	mg/L
573.14124	cefepime	R	Broth dilution	>16	mg/L
573.13625	cefepime	R	Broth dilution	16	mg/L
573.13097	cefepime	R	Broth dilution	>16	mg/L
573.46075	cefepime	R	Broth dilution		
573.13082	cefepime	S	Broth dilution	<=1	mg/L
573.14436	cefepime	R	Broth dilution	>16	mg/L
573.48032	cefepime	R	Computational Prediction		
573.13294	cefepime	R	Broth dilution	>16	mg/L
573.24282	cefepime	S	Broth dilution	8	mg/L
573.50599	cefepime	R	Computational Prediction		
573.13249	cefepime	R	Broth dilution	>16	mg/L
573.13217	cefepime	R	Broth dilution	>16	mg/L
573.13252	cefepime	R	Broth dilution	>16	mg/L
573.69393	cefepime	S	MIC	<=1	mg/L
573.13222	cefepime	R	Broth dilution	16	mg/L
573.50479	cefepime	R	Computational Prediction		
573.14264	cefepime	S	Broth dilution	<=1	mg/L
573.46861	cefepime	R	Broth dilution	>16	mg/L
573.13716	cefepime	R	Broth dilution	>16	mg/L
573.14291	cefepime	R	Broth dilution	16	mg/L
573.46064	cefepime	S	Broth dilution		
573.26153	cefepime	S	Broth dilution		
573.24346	cefepime	R	Broth dilution	32	mg/L
573.50485	cefepime	R	Computational Prediction		
573.13251	cefepime	S	Broth dilution	<=1	mg/L
573.14459	cefepime	S	Broth dilution	<=1	mg/L
573.13406	cefepime	R	Broth dilution	>16	mg/L
573.24437	cefepime	R	Broth dilution	32	mg/L
573.5678	cefepime	R	Broth dilution	>=64	mg/L
573.24376	cefepime	R	Broth dilution	32	mg/L
573.13223	cefepime	S	Broth dilution	<=1	mg/L
573.13163	cefepime	R	Broth dilution	>16	mg/L
573.5779	cefepime	R	Broth dilution	>=64	mg/L
573.15043	cefepime	R	Broth dilution	>32	mg/L
573.14362	cefepime	R	Broth dilution	>16	mg/L
573.13997	cefepime	R	Broth dilution	>16	mg/L
573.13732	cefepime	R	Broth dilution	>16	mg/L
573.48054	cefepime	R	Computational Prediction		
573.48996	cefepime	S	Computational Prediction		
573.48950	cefepime	R	Computational Prediction		
573.50531	cefepime	S	Computational Prediction		
573.13608	cefepime	S	Broth dilution	<=1	mg/L
573.48202	cefepime	R	Computational Prediction		
573.48263	cefepime	S	Computational Prediction		
573.50427	cefepime	S	Computational Prediction		
573.12858	cefepime	R	Broth dilution	>16	mg/L
573.48210	cefepime	R	Computational Prediction		
573.50486	cefepime	R	Computational Prediction		
573.49124	cefepime	R	Computational Prediction		
573.49115	cefepime	R	Computational Prediction		
573.12905	cefepime	R	Broth dilution	>16	mg/L
573.48943	cefepime	S	Computational Prediction		
573.14481	cefepime	R	Broth dilution	>16	mg/L
573.49112	cefepime	R	Computational Prediction		
573.13094	cefepime	R	Broth dilution	>16	mg/L
573.13958	cefepime	R	Broth dilution	>16	mg/L
573.14074	cefepime	S	Broth dilution	<=1	mg/L
573.48964	cefepime	R	Computational Prediction		
573.24407	cefepime	R	Broth dilution	32	mg/L
573.49051	cefepime	R	Computational Prediction		
573.48053	cefepime	R	Computational Prediction		
573.26091	cefepime	S	Broth dilution		
573.14404	cefepime	R	Broth dilution	>16	mg/L
573.14181	cefepime	R	Broth dilution	>16	mg/L
573.12992	cefepime	R	Broth dilution	16	mg/L
573.15545	cefepime	S	Broth dilution		
573.26279	cefepime	R	Broth dilution		
573.14085	cefepime	R	Broth dilution	>16	mg/L
573.48240	cefepime	R	Computational Prediction		
573.46852	cefepime	R	Broth dilution	>16	mg/L
573.24378	cefepime	R	Broth dilution	32	mg/L
573.13825	cefepime	R	Broth dilution	>16	mg/L
573.50551	cefepime	S	Computational Prediction		
573.14129	cefepime	R	Broth dilution	>16	mg/L
573.14530	cefepime	R	Broth dilution	>16	mg/L
573.26211	cefepime	S	Broth dilution		
573.14443	cefepime	R	Broth dilution	>16	mg/L
573.14302	cefepime	S	Broth dilution	<=1	mg/L
573.23205	cefepime	R	Disk diffusion		
573.12782	cefepime	R	Broth dilution	>32	mg/L
573.48958	cefepime	S	Computational Prediction		
573.14498	cefepime	R	Broth dilution	>16	mg/L
573.13573	cefepime	R	Broth dilution	16	mg/L
573.13383	cefepime	R	Broth dilution	16	mg/L
573.56109	cefepime	R	MIC	>16	mg/L
573.13517	cefepime	R	Broth dilution	>16	mg/L
573.14103	cefepime	R	Broth dilution	>16	mg/L
573.13867	cefepime	R	Broth dilution	>16	mg/L
573.7026	cefepime	R	Broth dilution	>32	mg/L
573.49150	cefepime	R	Computational Prediction		
573.49034	cefepime	S	Computational Prediction		
573.50498	cefepime	R	Computational Prediction		
573.13769	cefepime	R	Broth dilution	16	mg/L
573.12951	cefepime	S	Broth dilution	<=0.5	mg/L
573.13657	cefepime	S	Broth dilution	<=1	mg/L
573.13629	cefepime	R	Broth dilution	>16	mg/L
573.50481	cefepime	R	Computational Prediction		
573.13554	cefepime	R	Broth dilution	>16	mg/L
573.15627	cefepime	S	Broth dilution		
573.13830	cefepime	S	Broth dilution	<=1	mg/L
573.26140	cefepime	S	Broth dilution		
573.49107	cefepime	R	Computational Prediction		
573.14134	cefepime	R	Broth dilution	>16	mg/L
573.15601	cefepime	S	Broth dilution		
573.5687	cefepime	R	Broth dilution	>=64	mg/L
573.24400	cefepime	S	Broth dilution	0.5	mg/L
573.48056	cefepime	R	Computational Prediction		
573.50554	cefepime	S	Computational Prediction		
573.50456	cefepime	S	Computational Prediction		
573.13092	cefepime	R	Broth dilution	>16	mg/L
573.50417	cefepime	S	Computational Prediction		
573.14355	cefepime	S	Broth dilution	<=1	mg/L
573.13431	cefepime	R	Broth dilution	>16	mg/L
573.13839	cefepime	R	Broth dilution	>16	mg/L
573.26073	cefepime	S	Broth dilution		
573.48184	cefepime	R	Computational Prediction		
573.13794	cefepime	R	Broth dilution	>16	mg/L
573.26133	cefepime	S	Broth dilution		
573.12988	cefepime	S	Broth dilution	2	mg/L
573.13569	cefepime	S	Broth dilution	<=1	mg/L
573.24426	cefepime	R	Broth dilution	32	mg/L
573.13733	cefepime	R	Broth dilution	>16	mg/L
573.13245	cefepime	S	Broth dilution	2	mg/L
573.31082	cefepime	S	Disk diffusion		
573.34255	cefepime	S	Broth dilution		
573.24441	cefepime	R	Broth dilution	32	mg/L
573.48039	cefepime	R	Computational Prediction		
573.13233	cefepime	R	Broth dilution	>16	mg/L
573.14099	cefepime	S	Broth dilution	<=1	mg/L
573.23224	cefepime	R	Disk diffusion		
573.34261	cefepime	S	Broth dilution		
573.13156	cefepime	R	Broth dilution	16	mg/L
573.26210	cefepime	S	Broth dilution		
573.13663	cefepime	S	Broth dilution	<=1	mg/L
573.13624	cefepime	R	Broth dilution	>16	mg/L
573.13538	cefepime	R	Broth dilution	>16	mg/L
573.13248	cefepime	R	Broth dilution	>16	mg/L
573.26194	cefepime	S	Broth dilution		
573.13211	cefepime	R	Broth dilution	>16	mg/L
573.26285	cefepime	S	Broth dilution		
573.14055	cefepime	S	Broth dilution	<=1	mg/L
573.46098	cefepime	S	Broth dilution		
573.26164	cefepime	S	Broth dilution		
573.50576	cefepime	S	Computational Prediction		
573.14107	cefepime	R	Broth dilution	>16	mg/L
573.14442	cefepime	S	Broth dilution	<=1	mg/L
573.13197	cefepime	S	Broth dilution	<=1	mg/L
573.15584	cefepime	S	Broth dilution		
573.14296	cefepime	R	Broth dilution	>16	mg/L
573.13601	cefepime	S	Broth dilution	<=1	mg/L
573.35513	cefepime	S	Broth dilution		
573.15610	cefepime	S	Broth dilution		
573.24255	cefepime	S	Broth dilution	1	mg/L
573.48065	cefepime	R	Computational Prediction		
573.15595	cefepime	S	Broth dilution		
573.15513	cefepime	S	Broth dilution		
573.48233	cefepime	R	Computational Prediction		
573.13493	cefepime	R	Broth dilution	>16	mg/L
573.14082	cefepime	R	Broth dilution	>16	mg/L
573.13319	cefepime	R	Broth dilution	>16	mg/L
573.14152	cefepime	S	Broth dilution	<=1	mg/L
573.12982	cefepime	R	Broth dilution	>16	mg/L
573.5763	cefepime	R	Broth dilution	>64	mg/L
573.46114	cefepime	S	Broth dilution		
573.48197	cefepime	R	Computational Prediction		
573.46838	cefepime	R	Broth dilution	>16	mg/L
573.14384	cefepime	S	Broth dilution	<=1	mg/L
573.26119	cefepime	S	Broth dilution		
573.15528	cefepime	S	Broth dilution		
573.13577	cefepime	R	Broth dilution	>16	mg/L
573.13465	cefepime	S	Broth dilution	<=1	mg/L
573.12900	cefepime	S	Broth dilution	<=0.5	mg/L
573.50449	cefepime	R	Computational Prediction		
573.50482	cefepime	R	Computational Prediction		
573.12889	cefepime	S	Broth dilution	<=0.5	mg/L
573.13291	cefepime	S	Broth dilution	<=1	mg/L
573.48230	cefepime	R	Computational Prediction		
573.26242	cefepime	S	Broth dilution		
573.12999	cefepime	R	Broth dilution	>16	mg/L
573.13503	cefepime	R	Broth dilution	16	mg/L
573.14262	cefepime	R	Broth dilution	>16	mg/L
573.5816	cefepime	R	Broth dilution	>=64	mg/L
573.14005	cefepime	S	Broth dilution	<=1	mg/L
573.13144	cefepime	R	Broth dilution	>16	mg/L
573.50476	cefepime	R	Computational Prediction		
573.13526	cefepime	R	Broth dilution	>16	mg/L
573.13662	cefepime	R	Broth dilution	>16	mg/L
573.13605	cefepime	S	Broth dilution	<=1	mg/L
573.14401	cefepime	R	Broth dilution	>16	mg/L
573.13758	cefepime	R	Broth dilution	>16	mg/L
573.13076	cefepime	S	Broth dilution	<=1	mg/L
573.49080	cefepime	S	Computational Prediction		
573.15536	cefepime	S	Broth dilution		
573.24404	cefepime	R	Broth dilution	32	mg/L
573.12922	cefepime	S	Broth dilution	<=0.5	mg/L
573.50397	cefepime	S	Computational Prediction		
573.50419	cefepime	S	Computational Prediction		
573.13801	cefepime	R	Broth dilution	16	mg/L
573.24380	cefepime	S	Broth dilution	1	mg/L
573.26302	cefepime	S	Broth dilution		
573.15589	cefepime	S	Broth dilution		
573.13939	cefepime	R	Broth dilution	>16	mg/L
573.48069	cefepime	R	Computational Prediction		
573.34252	cefepime	S	Broth dilution		
573.12902	cefepime	S	Broth dilution	<=0.5	mg/L
573.50544	cefepime	S	Computational Prediction		
573.48985	cefepime	S	Computational Prediction		
573.46105	cefepime	S	Broth dilution		
573.14130	cefepime	R	Broth dilution	>16	mg/L
573.24358	cefepime	R	Broth dilution	32	mg/L
573.12860	cefepime	R	Broth dilution	>16	mg/L
573.12927	cefepime	S	Broth dilution	<=0.5	mg/L
573.24293	cefepime	S	Broth dilution	2	mg/L
573.14044	cefepime	R	Broth dilution	>16	mg/L
573.46854	cefepime	R	Broth dilution	>16	mg/L
573.50468	cefepime	R	Computational Prediction		
573.14240	cefepime	R	Broth dilution	>16	mg/L
573.14303	cefepime	R	Broth dilution	>16	mg/L
573.13743	cefepime	R	Broth dilution	>16	mg/L
573.13799	cefepime	R	Broth dilution	>16	mg/L
573.15576	cefepime	S	Broth dilution		
573.14137	cefepime	R	Broth dilution	>16	mg/L
573.46849	cefepime	R	Broth dilution	>16	mg/L
573.13333	cefepime	S	Broth dilution	<=1	mg/L
573.24386	cefepime	S	Broth dilution	0.5	mg/L
573.14023	cefepime	R	Broth dilution	>16	mg/L
573.14294	cefepime	R	Broth dilution	>16	mg/L
573.26156	cefepime	S	Broth dilution		
573.51850	cefepime	R	MIC	>16	mg/L
573.14196	cefepime	R	Broth dilution	>16	mg/L
573.14369	cefepime	S	Broth dilution	<=1	mg/L
573.12945	cefepime	S	Broth dilution	1	mg/L
573.48216	cefepime	S	Computational Prediction		
573.14032	cefepime	R	Broth dilution	>16	mg/L
573.49070	cefepime	R	Computational Prediction		
573.46118	cefepime	S	Broth dilution		
573.48152	cefepime	R	Computational Prediction		
573.15594	cefepime	S	Broth dilution		
573.26179	cefepime	S	Broth dilution		
573.49155	cefepime	S	Computational Prediction		
573.50435	cefepime	S	Computational Prediction		
573.13655	cefepime	R	Broth dilution	>16	mg/L
573.13315	cefepime	R	Broth dilution	>16	mg/L
573.48978	cefepime	S	Computational Prediction		
573.26309	cefepime	S	Broth dilution		
573.48133	cefepime	S	Computational Prediction		
573.26198	cefepime	S	Broth dilution		
573.14520	cefepime	S	Broth dilution	<=1	mg/L
573.14167	cefepime	S	Broth dilution	<=1	mg/L
573.13317	cefepime	R	Broth dilution	>16	mg/L
573.26320	cefepime	S	Broth dilution		
573.13804	cefepime	S	Broth dilution	<=1	mg/L
573.14159	cefepime	S	Broth dilution	<=1	mg/L
573.24272	cefepime	R	Broth dilution	32	mg/L
573.14468	cefepime	R	Broth dilution	16	mg/L
573.53750	cefepime	R	MIC	>8	mg/L
573.13176	cefepime	R	Broth dilution	>16	mg/L
573.13111	cefepime	S	Broth dilution	<=1	mg/L
573.15376	cefepime	S	Broth dilution		
573.46831	cefepime	R	Broth dilution	>16	mg/L
573.15623	cefepime	S	Broth dilution		
573.50518	cefepime	S	Computational Prediction		
573.26251	cefepime	S	Broth dilution		
573.48146	cefepime	R	Computational Prediction		
573.24353	cefepime	R	Broth dilution	32	mg/L
573.49134	cefepime	S	Computational Prediction		
573.14425	cefepime	S	Broth dilution	2	mg/L
573.49996	cefepime	R	MIC	>8	mg/L
573.49036	cefepime	S	Computational Prediction		
573.13727	cefepime	R	Broth dilution	>16	mg/L
573.13773	cefepime	R	Broth dilution	>16	mg/L
573.15581	cefepime	S	Broth dilution		
573.50453	cefepime	R	Computational Prediction		
573.13019	cefepime	R	Broth dilution	>16	mg/L
573.13603	cefepime	R	Broth dilution	>16	mg/L
573.13062	cefepime	S	Broth dilution	<=1	mg/L
573.31075	cefepime	S	Disk diffusion		
573.49075	cefepime	R	Computational Prediction		
573.48213	cefepime	R	Computational Prediction		
573.26313	cefepime	S	Broth dilution		
573.15044	cefepime	R	Broth dilution	>32	mg/L
573.46107	cefepime	S	Broth dilution		
573.14433	cefepime	S	Broth dilution	<=1	mg/L
573.24331	cefepime	R	Broth dilution	32	mg/L
573.14307	cefepime	R	Broth dilution	16	mg/L
573.46094	cefepime	S	Broth dilution		
573.13149	cefepime	R	Broth dilution	>16	mg/L
573.48018	cefepime	S	Computational Prediction		
573.24413	cefepime	R	Broth dilution	32	mg/L
573.13256	cefepime	R	Broth dilution	>16	mg/L
573.13079	cefepime	R	Broth dilution	>16	mg/L
573.14438	cefepime	S	Broth dilution	<=1	mg/L
573.31061	cefepime	R	Disk diffusion		
573.49091	cefepime	S	Computational Prediction		
573.50590	cefepime	R	Computational Prediction		
573.48231	cefepime	R	Computational Prediction		
573.13986	cefepime	R	Broth dilution	>16	mg/L
573.14062	cefepime	R	Broth dilution	>16	mg/L
573.50431	cefepime	S	Computational Prediction		
573.13369	cefepime	R	Broth dilution	>16	mg/L
573.48135	cefepime	S	Computational Prediction		
573.13473	cefepime	R	Broth dilution	16	mg/L
573.13370	cefepime	S	Broth dilution	2	mg/L
573.14108	cefepime	R	Broth dilution	16	mg/L
573.23221	cefepime	R	Disk diffusion		
573.14168	cefepime	S	Broth dilution	<=1	mg/L
573.20059	cefepime	R	Broth dilution	==32	mg/L
573.13873	cefepime	R	Broth dilution	>16	mg/L
573.50607	cefepime	S	Computational Prediction		
573.14377	cefepime	S	Broth dilution	<=1	mg/L
573.49109	cefepime	S	Computational Prediction		
573.13364	cefepime	R	Broth dilution	>16	mg/L
573.13752	cefepime	R	Broth dilution	>16	mg/L
573.46869	cefepime	R	Broth dilution	>16	mg/L
573.15533	cefepime	S	Broth dilution		
573.13884	cefepime	R	Broth dilution	16	mg/L
573.24267	cefepime	R	Disk diffusion	15	mm
573.12916	cefepime	S	Broth dilution	<=0.5	mg/L
573.26215	cefepime	S	Broth dilution		
573.14398	cefepime	R	Broth dilution	>16	mg/L
573.13301	cefepime	R	Broth dilution	>16	mg/L
573.13363	cefepime	R	Broth dilution	>16	mg/L
573.5807	cefepime	R	Broth dilution	>=64	mg/L
573.46072	cefepime	R	Broth dilution		
573.14390	cefepime	R	Broth dilution	>16	mg/L
573.13936	cefepime	S	Broth dilution	2	mg/L
573.12870	cefepime	R	Broth dilution	>16	mg/L
573.26291	cefepime	S	Broth dilution		
573.13880	cefepime	R	Broth dilution	>16	mg/L
573.48124	cefepime	R	Computational Prediction		
573.49046	cefepime	R	Computational Prediction		
573.48166	cefepime	S	Computational Prediction		
573.13638	cefepime	R	Broth dilution	>16	mg/L
573.5769	cefepime	R	Broth dilution	>64	mg/L
573.5781	cefepime	R	Broth dilution	>64	mg/L
573.48181	cefepime	R	Computational Prediction		
573.15600	cefepime	S	Broth dilution		
573.26080	cefepime	S	Broth dilution		
573.49141	cefepime	R	Computational Prediction		
573.13487	cefepime	R	Broth dilution	16	mg/L
573.5817	cefepime	R	Broth dilution	>=64	mg/L
573.48072	cefepime	R	Computational Prediction		
573.13949	cefepime	R	Broth dilution	16	mg/L
573.48991	cefepime	R	Computational Prediction		
573.15541	cefepime	S	Broth dilution		
573.13490	cefepime	R	Broth dilution	16	mg/L
573.14049	cefepime	R	Broth dilution	>16	mg/L
573.13020	cefepime	S	Broth dilution	<=0.5	mg/L
573.20064	cefepime	R	Broth dilution	>32	mg/L
573.14473	cefepime	R	Broth dilution	>16	mg/L
573.14216	cefepime	S	Broth dilution	<=1	mg/L
573.12980	cefepime	S	Broth dilution	<=0.5	mg/L
573.12903	cefepime	S	Broth dilution	<=0.5	mg/L
573.13241	cefepime	R	Broth dilution	16	mg/L
573.23211	cefepime	R	Disk diffusion		
573.48037	cefepime	R	Computational Prediction		
573.15560	cefepime	S	Broth dilution		
573.13597	cefepime	R	Broth dilution	>16	mg/L
573.13559	cefepime	R	Broth dilution	>16	mg/L
573.48134	cefepime	S	Computational Prediction		
573.13646	cefepime	R	Broth dilution	>16	mg/L
573.46867	cefepime	R	Broth dilution	>16	mg/L
573.12935	cefepime	S	Broth dilution	<=0.5	mg/L
573.48187	cefepime	R	Computational Prediction		
573.46073	cefepime	S	Broth dilution		
573.26271	cefepime	S	Broth dilution		
573.24284	cefepime	S	Broth dilution	2	mg/L
573.24245	cefepime	R	Broth dilution	64	mg/L
573.48246	cefepime	R	Computational Prediction		
573.48265	cefepime	R	Computational Prediction		
573.13909	cefepime	R	Broth dilution	>16	mg/L
573.13719	cefepime	S	Broth dilution	<=1	mg/L
573.12777	cefepime	R	Broth dilution	>32	mg/L
573.26300	cefepime	R	Broth dilution		
573.12895	cefepime	S	Broth dilution	<=0.5	mg/L
573.26274	cefepime	S	Broth dilution		
573.14304	cefepime	R	Broth dilution	>16	mg/L
573.13923	cefepime	R	Broth dilution	>16	mg/L
573.50598	cefepime	R	Computational Prediction		
573.46117	cefepime	S	Broth dilution		
573.26199	cefepime	S	Broth dilution		
